titulo,empresa,pais,fecha_captura,descripcion,modalidad,tipo_horario,fecha_publicacion,grupo,es_ti,nivel_seniority,es_remoto,largo_descripcion,categoria_horario_modalidad
tecnico informatico en terreno,tecnico informatico en terreno,chile,2026-05-02 04:10:08,"Tecnico informatico en Terreno 4,2 Randstad Santiago - Vitacura, R.Metropolitana $ 900.000,00 (Mensual) Hace 6 días...",presencial,full time,Hace 6 días,Lizette-Sanmartin,True,No especificado,False,118,Presencial FT
tecnico/a en soporte informatico,wood,chile,2026-03-01 19:44:34,Tecnico/a en Soporte Informatico Santiago Wood Open job preview for: Tecnico/a en Soporte - Santiago...,presencial,full time,,giannella-rieu,True,No especificado,False,103,Presencial FT
tecnicos en programacion informatica,confidencial,chile,2026-03-01 19:42:04,Tecnicos en programacion informatica Santiago Confidencial Open job preview for: Tecnicos en programacion - Santiago...,presencial,full time,,giannella-rieu,True,No especificado,False,119,Presencial FT
tecnico,tecnico,chile,2026-05-02 04:10:20,"Tecnico Ionet Ltda Santiago - Providencia, R.Metropolitana $ 700.000,00 (Mensual) Más de 30 días...",presencial,full time,Más de 30 días,Lizette-Sanmartin,True,No especificado,False,99,Presencial FT
tecnico,"trimex spa, rancagua",chile,2026-05-02 03:49:21,"Empresa de mantenimiento en la vi región, está en búsqueda de profesional para… Ver más",presencial,full time,Reciente,Benjamin-Ramirez,True,No especificado,False,87,Presencial FT
tecnóloga en informática biomédica,empresa destacada,chile,2026-03-01 04:05:34,Oferta para el area de informatica,presencial,full time,Reciente,Nicolas-Jorgensen,True,No especificado,False,34,Presencial FT
tens anestesia-redsalud santiago,clínica redsalud santiago,chile,2026-05-02 03:58:02,"Publicada ayer Tens Anestesia-RedSalud Santiago Clínica RedSalud Santiago Estación Central, Metropolitana de Santiago ...Somos Red Salud CCHC, la red de...",presencial,no especificado,Publicada ayer,denisBaez,True,No especificado,False,155,Otro
tens endoscopia,clínica hospital del profesor,chile,2026-05-02 03:58:17,"Hace 2 días Tens Endoscopia Clínica Hospital del profesor Estación Central, Metropolitana de Santiago ...Hospital del Profesor , con más de 34...",presencial,no especificado,Hace 2 días,denisBaez,False,No especificado,False,145,Otro
tens farmacia 4° turno reemplazo,instituto de neurocirugía,chile,2026-05-02 04:04:17,"Hace 2 días Tens Farmacia 4° Turno Reemplazo Instituto de Neurocirugía Providencia, Metropolitana de Santiago ...requiere tens Farmacia 4° turno para...",presencial,por turnos,Hace 2 días,denisBaez,False,No especificado,False,152,Otro
tens pabellonero/a- redsalud santiago,clínica redsalud santiago,chile,2026-05-02 03:58:02,"Publicada ayer Tens Pabellonero/a- RedSalud Santiago Clínica RedSalud Santiago Estación Central, Metropolitana de Santiago ...Somos Red Salud CCHC, la red de...",presencial,no especificado,Publicada ayer,denisBaez,True,No especificado,False,160,Otro
tens pabellón - ist viña del mar,instituto de seguridad del trabajo,chile,2026-05-02 04:03:02,"Hace 3 días Tens pabellón - IST Viña del Mar Instituto de Seguridad del Trabajo Viña del Mar, Valparaíso ...Organismo de Seguridad y Salud del... Destacada",presencial,no especificado,Hace 3 días,denisBaez,False,No especificado,False,155,Otro
tesorero,colaboral,chile,2026-03-01 19:50:06,Tesorero Las Condes Colaboral Open job preview for: Tesorero - Las Condes...,presencial,full time,,giannella-rieu,False,No especificado,False,76,Presencial FT
tesorero,finden,chile,2026-03-01 19:50:06,Tesorero Las Condes Finden Open job preview for: Tesorero - Las Condes...,presencial,full time,,giannella-rieu,False,No especificado,False,73,Presencial FT
"técnicos soporte ti trabajo en la serena, coquimbo. por proyecto",multinacional de servicios en ti,chile,2026-03-01 19:41:22,"Técnicos Soporte TI trabajo en La Serena, Coquimbo. Por proyecto La Serena Multinacional De Servicios En Ti Open job preview for: Técnicos Soporte T...",presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
topógrafo - obra en construcción,renee rpo asistido para grupo euro,chile,2026-05-02 04:00:48,"Hace 50 días Topógrafo - Obra en Construcción RENEE RPO Asistido para GRUPO EURO La Florida, Metropolitana de Santiago 🏗 GRUPO EUR O es una empresa líder... Destacada",presencial,no especificado,Hace 50 días,denisBaez,False,No especificado,False,166,Otro
trabaja desde nuestra casa matriz - ejecutivos de venta de seguros,empresa destacada,chile,2026-03-01 04:08:40,Oferta para el area de seguros,presencial,full time,Reciente,Nicolas-Jorgensen,True,No especificado,False,30,Presencial FT
trabaja para banco estado - ejecutivos de venta de seguros,empresa destacada,chile,2026-03-01 04:08:39,Oferta para el area de seguros,presencial,full time,Reciente,Nicolas-Jorgensen,True,No especificado,False,30,Presencial FT
trabajadores (as) / ejecutivos del area de ventas y comercialización,arrendadora de vehículos s.a.,chile,2026-03-01 19:54:47,Trabajadores (as) / Ejecutivos del area de ventas y comercialización La Serena Arrendadora de Vehículos S.A. Open job preview for: Trabajadores (as) /...,presencial,full time,,giannella-rieu,False,No especificado,False,153,Presencial FT
trade marketing multimarca,empresa destacada,chile,2026-03-01 04:06:31,Oferta para el area de marketing,presencial,full time,Reciente,Nicolas-Jorgensen,False,No especificado,False,32,Presencial FT
trade marketing,empresa destacada,chile,2026-03-01 04:06:31,Oferta para el area de marketing,presencial,full time,Reciente,Nicolas-Jorgensen,False,No especificado,False,32,Presencial FT
trade support & process automation - jr analyst (plazo fijo),michael page,chile,2026-03-01 03:52:43,Trade Support & Process Automation - Jr Analyst (plazo fijo) Santiago Michael Page Open job preview for: Trade Support & Process Automation - Jr Analy...,presencial,full time,,giannella-rieu,False,No especificado,False,153,Presencial FT
trading consultant,murex chile,chile,02/05/2026,No disponible en listado,híbrido,jornada completa,02/05/2026,sofiaUrquieta,False,No especificado,False,24,Otro
tutor/profesor particular,"tutor doctor calama, calama",chile,2026-05-02 03:49:16,"Tutor doctor calama se encuentra en búsqueda de profesionales apasionados por la educación,… Ver más",presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,100,Presencial FT
técnica/o electricista (faena región de copiapó),empresa confidencial,chile,2026-05-02 04:05:16,"Hace 9 días Técnica/o Electricista (Faena Región de Copiapó) Empresa Confidencial Calama, Antofagasta ...Técnica/o Electricista para Minera en...",presencial,no especificado,Hace 9 días,denisBaez,False,No especificado,False,145,Otro
técnico (a) veterinario (a) / colina,empresa destacada,chile,2026-03-01 04:09:34,Oferta para el area de veterinaria,presencial,full time,Reciente,Nicolas-Jorgensen,False,No especificado,False,34,Presencial FT
técnico (a) veterinario (a) / concepción,empresa destacada,chile,2026-03-01 04:09:33,Oferta para el area de veterinaria,presencial,full time,Reciente,Nicolas-Jorgensen,False,No especificado,False,34,Presencial FT
técnico (a) veterinario (a) / santiago,empresa destacada,chile,2026-03-01 04:09:33,Oferta para el area de veterinaria,presencial,full time,Reciente,Nicolas-Jorgensen,False,No especificado,False,34,Presencial FT
técnico administración rrhh (vitacura),servicios aeroportuarios,chile,2026-03-01 19:52:13,Técnico Administración Rrhh (Vitacura) Vitacura Servicios Aeroportuarios Open job preview for: Técnico Rrhh (Vitacura) - Vitacura...,presencial,full time,,giannella-rieu,False,No especificado,False,132,Presencial FT
técnico administrativo - experiencia en obras…,"ingenet ltda, santiago",chile,2026-05-02 03:46:00,Ingenet ltda requiere a un/a profesional o técnico: secretaria o secretario técnica/o; técnico… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,103,Presencial FT
técnico alimentación / gastronomía o auxiliar dietética 4to turno,clínica dávila y servicios médicos s.a,chile,2026-05-02 04:02:47,"Hace 25 días Técnico Alimentación / Gastronomía o Auxiliar Dietética 4to turno Clínica Dávila y Servicios Médicos S.A Recoleta, Metropolitana de Santiago En Clínica Dávila Recoleta buscamos... Destacada",presencial,por turnos,Hace 25 días,denisBaez,False,No especificado,False,202,Otro
técnico construcción fibra optica - concepción-22893,empresa destacada,chile,2026-03-01 04:08:24,Oferta para el area de construccion,presencial,full time,Reciente,Nicolas-Jorgensen,False,No especificado,False,35,Presencial FT
"técnico data center - informático, soporte ti, telecomunicaciones, conectividad y redes",laborum selecta,chile,2026-03-01 03:52:25,"Técnico Data Center - Informático, Soporte TI, Telecomunicaciones, Conectividad y Redes Santiago Laborum Selecta Open job preview for: Técnico Data Ce...",presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
técnico electromecánico – buses y camiones…,"empresa de buses y.., antofagasta",chile,2026-05-02 03:50:17,"Empresa del rubro de maquinaria para movimiento de tierra (camiones, bulldozer, retroexcavadoras y… Ver más",presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,107,Presencial FT
técnico electromecánico – buses y camiones…,"empresa de buses y.., calama",chile,2026-05-02 03:50:17,"Empresa del rubro de maquinaria para movimiento de tierra (camiones, bulldozer, retroexcavadoras y… Ver más",presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,107,Presencial FT
técnico enfermería pabellón - clínica san carlos,uc christus salud,chile,2026-05-02 03:58:02,"Publicada hoy Técnico Enfermería Pabellón - Clínica San Carlos UC Christus Salud Las Condes, Metropolitana de Santiago ...Hoy más que nunca el mundo de la salud...",presencial,no especificado,Publicada hoy,denisBaez,False,No especificado,False,163,Otro
"técnico enfermería urgencias, reemplazo - clínica san carlos",uc christus salud,chile,2026-05-02 03:58:02,"Publicada hoy Técnico Enfermería Urgencias, Reemplazo - Clínica San Carlos UC Christus Salud Las Condes, Metropolitana de Santiago ...Hoy más que nunca el mundo de la salud...",presencial,no especificado,Publicada hoy,denisBaez,False,No especificado,False,175,Otro
técnico especialista - mecanica,"empresa de servicio a.., antofagasta",chile,2026-05-02 03:49:44,Importante empresa requiere contratar técnico especialista- mecánica requisitos • cumplir los controles administrativos… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,128,Presencial FT
técnico impresoras y multifuncionales,opciones s.a.,chile,2026-03-01 03:52:27,Técnico Impresoras y Multifuncionales Pudahuel OPCIONES S.A. Open job preview for: Técnico Impresoras y Multifuncionales - Pudahuel...,presencial,full time,,giannella-rieu,False,No especificado,False,134,Presencial FT
técnico informatico junior,técnico informatico junior,chile,2026-05-02 04:10:02,"Técnico Informatico Junior 3,0 Perceptual Consultores Ltda. Santiago - Providencia, R.Metropolitana $ 750.000,00 (Mensual) Hace 3 días...",presencial,full time,Hace 3 días,Lizette-Sanmartin,True,Junior,False,137,Presencial FT
técnico informático (ti) - las condes (santiago),sin nombre,chile,2026-03-01 19:43:56,Técnico Informático (Ti) - Las Condes (Santiago) Las Condes Sin nombre Open job preview for: Técnico (Ti) - Las Condes (Santiago) - Las Condes...,presencial,full time,,giannella-rieu,True,No especificado,False,145,Presencial FT
técnico informático soporte sap b1 | presencial las condes,sin nombre,chile,2026-03-01 19:46:00,Técnico Informático Soporte SAP B1 | Presencial Las Condes Las Condes Sin nombre Open job preview for: Técnico Soporte SAP B1 | Presencial Las Condes ...,presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
técnico informático trazabilidad (rancagua),unitec,chile,2026-03-01 19:42:19,Técnico Informático Trazabilidad (Rancagua) Cachapoal Unitec Open job preview for: Técnico Trazabilidad (Rancagua) - Cachapoal...,presencial,full time,,giannella-rieu,True,No especificado,False,129,Presencial FT
técnico informático trazabilidad - rancagua (vi región),unitec,chile,2026-03-01 19:43:27,Técnico Informático Trazabilidad - Rancagua (Vi Región) Cachapoal Unitec Open job preview for: Técnico Trazabilidad - Rancagua (Vi Región) - Cachapoal...,presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
"técnico informático en programación, análisis, desarrollo y administración de sistemas (quilicura)",mam pro,chile,2026-03-01 19:43:56,"Técnico Informático en Programación, Análisis, Desarrollo y Administración de Sistemas (Quilicura) Rancagua Mam Pro Open job preview for: Técnico en P...",presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
"técnico informático en programación, análisis, desarrollo y administración de sistemas (santiago)",mam pro,chile,2026-03-01 19:46:41,"Técnico Informático en Programación, Análisis, Desarrollo y Administración de Sistemas (Santiago) Santiago Mam Pro Open job preview for: Técnico en Pr...",presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
técnico informático en trazabilidad y sistemas - viajes,unitec,chile,2026-03-01 19:42:44,Técnico Informático en Trazabilidad y Sistemas - Viajes Cachapoal Unitec Open job preview for: Técnico en Trazabilidad y Sistemas - Viajes - Cachapoal...,presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
técnico informático y de soporte - inicio y crecimiento,imssolution,chile,2026-03-01 19:42:47,Técnico Informático y de Soporte - Inicio y Crecimiento Santiago IMSsolution Open job preview for: Técnico y de Soporte - Inicio y Crecimiento - Santi...,presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
técnico informático: desarrolla soluciones de sistemas,mam pro,chile,2026-03-01 19:42:47,Técnico Informático: Desarrolla Soluciones de Sistemas Rancagua Mam Pro Open job preview for: Técnico : Desarrolla Soluciones de Sistemas - Rancagua...,presencial,full time,,giannella-rieu,True,No especificado,False,151,Presencial FT
técnico informático: desarrollo de sistemas e innovación,mam pro,chile,2026-03-01 19:42:58,Técnico Informático: Desarrollo de Sistemas e Innovación Santiago Mam Pro Open job preview for: Técnico : Desarrollo de Sistemas e Innovación - Santia...,presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
técnico instalaciones concepción,"atom, concepción",chile,2026-05-02 03:43:02,Somos un equipo de profesionales con mas de 10 años de experiencia en… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,78,Presencial FT
técnico instalador - la serena,prosegur,chile,2026-03-01 19:56:54,Técnico Instalador - La Serena La Serena Prosegur Open job preview for: Técnico Instalador - La Serena - La Serena...,presencial,full time,,giannella-rieu,False,No especificado,False,117,Presencial FT
técnico instalador de sistemas de seguridad,empresa destacada,chile,2026-03-01 04:07:51,Oferta para el area de seguridad,presencial,full time,Reciente,Nicolas-Jorgensen,True,No especificado,False,32,Presencial FT
técnico instalador en minería,alcansa,chile,2026-05-02 04:02:18,"Hace 4 días Técnico Instalador en Minería Alcansa Antofagasta, Antofagasta Importante empresa internacional del...",presencial,no especificado,Hace 4 días,denisBaez,False,No especificado,False,114,Otro
técnico jurídico - procurador,empresa destacada,chile,2026-03-01 04:09:04,Oferta para el area de psicologia,presencial,full time,Reciente,Nicolas-Jorgensen,False,No especificado,False,33,Presencial FT
técnico logístico,técnico logístico,chile,2026-05-02 04:11:05,"Técnico Logístico Importante empresa del sector Puerto Montt, Los Lagos Ayer...",presencial,full time,Ayer,Lizette-Sanmartin,False,No especificado,False,79,Presencial FT
técnico mantenimiento mall eu la dehesa,soluciones sim spa,chile,2026-03-01 19:50:03,Técnico Mantenimiento Mall EU La Dehesa La Dehesa Soluciones SIM SpA Open job preview for: Técnico Mantenimiento Mall EU La Dehesa - La Dehesa...,presencial,full time,,giannella-rieu,False,No especificado,False,145,Presencial FT
"técnico mecánico equipos alto tonelaje, copiapó",team work recursos humanos ltda.,chile,2026-05-02 04:00:17,"Publicada ayer Técnico Mecánico Equipos Alto Tonelaje, Copiapó Team Work Recursos Humanos Ltda. Copiapó, Atacama En TeamWork nos encontramos en búsqueda de Técnicos Mecánicos, para importante cliente del rubro minero ubicado en la ciudad de Copiapó....",presencial,no especificado,Publicada ayer,denisBaez,False,No especificado,False,252,Otro
técnico mecánico – bombas centrífugas,técnico mecánico – bombas centrífugas,chile,2026-05-02 04:10:45,"Empleo destacado Técnico Mecánico – Bombas centrífugas Global Talent Antofagasta, Antofagasta Hace 18 horas...",presencial,full time,Hace 18 horas,Lizette-Sanmartin,False,No especificado,False,110,Presencial FT
técnico medio o superior en administración/contabilidad - maipú,veterquimica,chile,2026-03-01 03:55:50,Técnico Medio o Superior en Administración/Contabilidad - Maipú Lo Barnechea Veterquimica Open job preview for: Técnico Medio o Superior en /Contabili...,presencial,full time,,giannella-rieu,False,No especificado,False,153,Presencial FT
técnico multiservicio - soporte en informática y conectividad (santiago),stefanini latam,chile,2026-03-01 19:43:42,Técnico Multiservicio - Soporte en Informática y Conectividad (Santiago) Santiago STEFANINI LATAM Open job preview for: Técnico Multiservicio - Soport...,presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
técnico regional de informática: soporte y gestión,corfo,chile,2026-03-01 19:42:33,Técnico Regional de Informática: Soporte y Gestión San Joaquín Corfo Open job preview for: Técnico Regional de : Soporte y Gestión - San Joaquín...,presencial,full time,,giannella-rieu,True,No especificado,False,147,Presencial FT
técnico soporte informático (sector enea pudahuel) enea pudahuel,confidencial,chile,2026-03-01 03:52:18,Técnico Soporte Informático (Sector Enea Pudahuel) Enea Pudahuel Pudahuel CONFIDENCIAL Open job preview for: Técnico Soporte (Sector Enea Pudahuel) En...,presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
técnico soporte informático (sector enea pudahuel),técnico soporte informático (sector enea pudahuel),chile,2026-05-02 04:09:55,"Técnico Soporte Informático (Sector Enea Pudahuel) Importante empresa del sector Santiago - Pudahuel, R.Metropolitana Hace 2 días...",presencial,full time,Hace 2 días,Lizette-Sanmartin,True,No especificado,False,132,Presencial FT
técnico soporte informático (valparaíso),confidencial,chile,2026-03-01 19:42:03,Técnico Soporte Informático (Valparaíso) Viña Del Mar EMPRESA CONFIDENCIAL Open job preview for: Técnico Soporte (Valparaíso) - Viña Del Mar...,presencial,full time,,giannella-rieu,True,No especificado,False,143,Presencial FT
técnico soporte informático - viña del mar,confidencial,chile,2026-03-01 19:42:57,Técnico Soporte Informático - Viña del Mar Viña Del Mar Empresa Confidencial Open job preview for: Técnico Soporte - Viña del Mar - Viña Del Mar...,presencial,full time,,giannella-rieu,True,No especificado,False,147,Presencial FT
técnico soporte informático en terreno – vii región (talca),slp soluciones informáticas spa,chile,2026-03-01 03:52:07,Técnico Soporte Informático En Terreno – Vii Región (Talca) Talca SLP Soluciones Informáticas SPA Open job preview for: Técnico Soporte En Terreno – V...,presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
técnico soporte informático terreno antofagasta,coasin,chile,2026-03-01 19:43:01,Técnico Soporte Informático Terreno Antofagasta Antofagasta COASIN Open job preview for: Técnico Soporte Terreno Antofagasta - Antofagasta...,presencial,full time,,giannella-rieu,True,No especificado,False,141,Presencial FT
técnico soporte informático terreno antofagasta,coasin logicalis,chile,2026-03-01 03:51:57,Técnico Soporte Informático Terreno Antofagasta Antofagasta Coasin Logicalis Open job preview for: Técnico Soporte Terreno Antofagasta - Antofagasta...,presencial,full time,,giannella-rieu,True,No especificado,False,151,Presencial FT
técnico soporte informático terreno antofagasta,técnico soporte informático terreno antofagasta,chile,2026-05-02 04:10:01,"Se precisa Urgente Empleo destacado Técnico Soporte Informático Terreno Antofagasta 4,2 COASIN Antofagasta, Antofagasta $ 800.000,00 (Mensual) Hace 2 ...",presencial,full time,Hace 2 días,Lizette-Sanmartin,True,No especificado,False,153,Presencial FT
técnico soporte informático titulado,técnico soporte informático titulado,chile,2026-05-02 04:09:56,"Técnico Soporte Informático Titulado Multinacional de Servicios en TI Puerto Montt, Los Lagos $ 750.000,00 (Mensual) Hace 3 días...",presencial,full time,Hace 3 días,Lizette-Sanmartin,True,No especificado,False,131,Presencial FT
técnico soporte informático en terreno en…,"multinacional de servicios ti, antofagasta",chile,2026-05-02 03:43:00,Soporte técnico informático titulado trabajo en terreno en la cd. de antofagasta requisitos:… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,True,No especificado,False,101,Presencial FT
técnico soporte informático en terreno – región metropolitana rm,slp soluciones informáticas spa,chile,2026-03-01 19:43:14,Técnico Soporte Informático en Terreno – Región Metropolitana RM Santiago SLP Soluciones Informáticas SPA Open job preview for: Técnico Soporte en Ter...,presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
técnico soporte informático en terreno – vi región (rancagua),slp soluciones informáticas spa,chile,2026-03-01 19:43:15,Técnico Soporte Informático en Terreno – VI Región (RANCAGUA) Cachapoal SLP Soluciones Informáticas SPA Open job preview for: Técnico Soporte en Terre...,presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
técnico soporte informático en terreno – x región (puerto montt),slp soluciones informáticas spa,chile,2026-03-01 19:43:54,Técnico Soporte Informático en Terreno – X Región (PUERTO MONTT) Puerto Montt SLP Soluciones Informáticas SPA Open job preview for: Técnico Soporte en...,presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
"técnico soporte informático trabajo en la serena, coquimbo","técnico soporte informático trabajo en la serena, coquimbo",chile,2026-05-02 04:09:49,"Se precisa Urgente Empleo destacado Técnico Soporte Informático trabajo en La Serena, Coquimbo Multinacional de Servicios en TI La Serena, Coquimbo $ ...",presencial,full time,Hace 12 horas,Lizette-Sanmartin,True,No especificado,False,153,Presencial FT
técnico soporte informático,act s.a.,chile,2026-03-01 19:44:34,Técnico Soporte Informático Santiago ACT S.A. Open job preview for: Técnico Soporte - Santiago...,presencial,full time,,giannella-rieu,True,No especificado,False,97,Presencial FT
técnico soporte informático,técnico soporte informático,chile,2026-05-02 04:09:56,"Técnico Soporte Informático Importante empresa del sector Puerto Montt, Los Lagos $ 750.000,00 (Mensual) Hace 3 días...",presencial,full time,Hace 3 días,Lizette-Sanmartin,True,No especificado,False,119,Presencial FT
técnico soporte ti,"empresa de logística y.., santiago",chile,2026-05-02 03:43:00,Importante empresa dedicada al almacenamiento y logística requiere incorporar a su equipo a… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,True,No especificado,False,100,Presencial FT
técnico superior electrónica/informática — 7x7 antofagasta,act,chile,2026-03-01 19:43:38,Técnico Superior Electrónica/Informática — 7x7 Antofagasta Santiago Act Open job preview for: Técnico Superior Electrónica/ — 7x7 Antofagasta - Santia...,presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
técnico veterinario - concepción,empresa destacada,chile,2026-03-01 04:09:34,Oferta para el area de veterinaria,presencial,full time,Reciente,Nicolas-Jorgensen,False,No especificado,False,34,Presencial FT
técnico control de calidad san bernardo,técnico control de calidad san bernardo,chile,2026-05-02 04:10:33,"Se precisa Urgente Empleo destacado Técnico control de Calidad San Bernardo 4,2 Grafton Latam San Bernardo, R.Metropolitana $ 600.000,00 (Mensual) Hac...",presencial,full time,Hace 11 horas,Lizette-Sanmartin,False,No especificado,False,153,Presencial FT
"técnico de bicicletas: servicio, venta y experiencia deportiva",decathlon chile,chile,2026-03-01 19:55:00,"Técnico de Bicicletas: Servicio, Venta y Experiencia Deportiva La Serena Decathlon Chile Open job preview for: Técnico de Bicicletas: Servicio, y Expe...",presencial,full time,,giannella-rieu,False,No especificado,False,153,Presencial FT
"técnico de informática – soporte, redes y web en salud",corfo,chile,2026-03-01 19:43:14,"Técnico de Informática – Soporte, Redes y Web en Salud Arica, Parinacota Corfo Open job preview for: Técnico de – Soporte, Redes y Web en Salud - Aric...",presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
técnico de instalación y mantenimiento publicitario,empresa destacada,chile,2026-03-01 04:08:15,Oferta para el area de mantenimiento,presencial,full time,Reciente,Nicolas-Jorgensen,False,No especificado,False,36,Presencial FT
técnico de mantenimiento informático,técnico de mantenimiento informático,chile,2026-05-02 04:10:20,"Se precisa Urgente Empleo destacado Técnico de Mantenimiento Informático 4,2 Adecco Chile Santiago - Ñuñoa, R.Metropolitana $ 850.000,00 (Mensual) 15 ...",presencial,full time,15 de abril,Lizette-Sanmartin,True,No especificado,False,153,Presencial FT
técnico de mantenimiento rx,empresa destacada,chile,2026-03-01 04:08:15,Oferta para el area de mantenimiento,presencial,full time,Reciente,Nicolas-Jorgensen,False,No especificado,False,36,Presencial FT
técnico de mantenimiento y reparación de equipos,empresa destacada,chile,2026-03-01 04:08:16,Oferta para el area de mantenimiento,presencial,full time,Reciente,Nicolas-Jorgensen,False,No especificado,False,36,Presencial FT
técnico de mantenimiento y servicios integrales,empresa destacada,chile,2026-03-01 04:08:15,Oferta para el area de mantenimiento,presencial,full time,Reciente,Nicolas-Jorgensen,False,No especificado,False,36,Presencial FT
técnico de operación y mantenimiento,empresa destacada,chile,2026-03-01 04:08:15,Oferta para el area de mantenimiento,presencial,full time,Reciente,Nicolas-Jorgensen,False,No especificado,False,36,Presencial FT
técnico de producción,empresa destacada,chile,2026-03-01 04:08:07,Oferta para el area de produccion,presencial,full time,Reciente,Nicolas-Jorgensen,False,No especificado,False,33,Presencial FT
técnico de seguridad y medio ambiente lampa,empresa destacada,chile,2026-03-01 04:07:51,Oferta para el area de seguridad,presencial,full time,Reciente,Nicolas-Jorgensen,True,No especificado,False,32,Presencial FT
técnico de soporte informático (santiago),stefanini latam,chile,2026-03-01 19:42:07,Técnico de Soporte Informático (Santiago) Santiago STEFANINI LATAM Open job preview for: Técnico de Soporte (Santiago) - Santiago...,presencial,full time,,giannella-rieu,True,No especificado,False,132,Presencial FT
técnico de soporte informático - calama,gst soluciones,chile,2026-03-01 19:42:21,Técnico de Soporte Informático - Calama Calama Gst Soluciones Open job preview for: Técnico de Soporte - Calama - Calama...,presencial,full time,,giannella-rieu,True,No especificado,False,123,Presencial FT
técnico de soporte informático itinerante,stefanini latam,chile,2026-03-01 19:42:06,Técnico de Soporte Informático Itinerante Santiago STEFANINI LATAM Open job preview for: Técnico de Soporte Itinerante - Santiago...,presencial,full time,,giannella-rieu,True,No especificado,False,132,Presencial FT
técnico de soporte informático nivel 1 - presencial/remoto,corporación educacional arturo prat,chile,2026-03-01 19:45:59,Técnico de Soporte Informático Nivel 1 - Presencial/Remoto Cachapoal CORPORACIÓN EDUCACIONAL ARTURO PRAT Open job preview for: Técnico de Soporte Nive...,remoto,full time,,giannella-rieu,True,No especificado,True,153,Remoto FT
técnico de soporte informático on-site con vehículo,stefanini latam,chile,2026-03-01 19:43:26,Técnico de Soporte Informático On-site con Vehículo Santiago STEFANINI LATAM Open job preview for: Técnico de Soporte On-site con Vehículo - Santiago...,presencial,full time,,giannella-rieu,True,No especificado,False,152,Presencial FT
técnico de soporte informático on-site(arica) (santiago),stefanini latam,chile,2026-03-01 19:43:28,Técnico de Soporte Informático On-site(Arica) (Santiago) Santiago STEFANINI LATAM Open job preview for: Técnico de Soporte On-site(Arica) (Santiago) -...,presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
técnico de soporte informático on-site(calama) (santiago),stefanini latam,chile,2026-03-01 19:43:29,Técnico de Soporte Informático On-site(Calama) (Santiago) Santiago STEFANINI LATAM Open job preview for: Técnico de Soporte On-site(Calama) (Santiago)...,presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
técnico de soporte informático on-site(chillan) (santiago),stefanini latam,chile,2026-03-01 19:43:28,Técnico de Soporte Informático On-site(Chillan) (Santiago) Santiago STEFANINI LATAM Open job preview for: Técnico de Soporte On-site(Chillan) (Santiag...,presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
técnico de soporte informático on-site(combarbala) (santiago),stefanini latam,chile,2026-03-01 19:43:29,Técnico de Soporte Informático On-site(Combarbala) (Santiago) Santiago STEFANINI LATAM Open job preview for: Técnico de Soporte On-site(Combarbala) (S...,presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
técnico de soporte informático on-site(curico) (santiago),stefanini latam,chile,2026-03-01 19:43:28,Técnico de Soporte Informático On-site(Curico) (Santiago) Santiago STEFANINI LATAM Open job preview for: Técnico de Soporte On-site(Curico) (Santiago)...,presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
técnico de soporte informático on-site(punta (santiago),stefanini latam,chile,2026-03-01 19:43:27,Técnico de Soporte Informático On-site(Punta (Santiago) Santiago STEFANINI LATAM Open job preview for: Técnico de Soporte On-site(Punta (Santiago) - S...,presencial,full time,,giannella-rieu,True,No especificado,False,153,Presencial FT
